Age,Gender,Country,Region,High School Science Score,Biology Score,Chemistry Score,Physics Score,Mathematics Score,Undergraduate Degree,Medical School Ranking,Institution Type,Medical Entrance Exam Score,Ability to diagnose & treat patients,"Doctor-patient interaction, explaining procedures",Hand-Eye Coordination,Empathy,Analytical Thinking,Years of Medical Education,Clinical Internship Experience (Months),Research Experience (Months),Medical Certifications,Specialization Courses,Interest in Surgery,Interest in Patient Care,Interest in Laboratory & Research,Interest in Emergency Medicine,Interest in Mental Health & Psychology,Preferred Work Environment,Comfort with Long Working Hours,Willingness to Work in Rural Areas,Teamwork Preference,Predicted Medical Career Role
22,Male,Canada,Urban,76.84,62.2,95.4,95.19,76.99,BDS,Top Tier,Public,61.58,5,7,7,7,9,13,21,12,8,1,5,3,5,9,6,Pharma Industry,5,Yes,5,Emergency Medicine Specialist
23,Female,India,Urban,92.4,74.03,80.01,65.61,87.92,BSc Biotech,Low Tier,Public,64.99,8,5,5,6,6,6,17,19,6,3,3,4,8,1,7,Pharma Industry,4,Yes,7,Neurologist
38,Male,India,Rural,74.38,77.08,82.15,81.13,71.86,BPharm,Mid Tier,Private,65.37,7,6,9,9,8,10,22,19,5,1,9,9,4,7,2,Clinic,3,No,8,Surgeon
51,Female,Canada,Urban,81.26,81.86,78.51,80.24,88.28,BSc Nursing,Top Tier,Private,66.74,7,7,9,7,9,12,15,4,7,0,9,3,5,9,6,Pharma Industry,9,No,6,Surgeon
28,Male,UK,Urban,77.15,69.19,77.78,61.36,62.15,BDS,Mid Tier,Private,95.67,5,5,6,6,7,14,23,1,7,4,8,7,7,1,8,Research Lab,1,No,6,General Physician
48,Male,Germany,Rural,72.47,95.25,67.47,64.62,95.16,BPharm,Low Tier,Public,84.34,8,6,4,9,5,6,2,17,9,3,4,7,6,3,6,Clinic,1,No,3,Orthopedic Doctor
30,Female,Australia,Rural,97.85,69.15,80.18,98.02,89.42,BPharm,Top Tier,Private,50.22,6,5,6,8,6,12,9,6,6,4,3,7,3,5,3,Research Lab,1,No,9,Nurse
43,Female,Australia,Rural,91.88,86.3,76.85,98.44,86.63,BDS,Mid Tier,Public,70.07,5,8,4,5,6,7,18,23,9,1,9,5,1,8,7,Hospital,9,Yes,6,Emergency Medicine Specialist
55,Male,India,Urban,66.97,95.06,78.72,94.99,90.24,BDS,Top Tier,Public,58.25,6,5,3,6,6,10,1,2,7,2,9,1,3,5,3,Hospital,2,No,5,Radiologist
22,Female,Canada,Urban,82.19,89.31,60.55,77.27,67.24,BSc Biotech,Top Tier,Public,86.06,9,8,5,6,9,8,3,4,5,3,1,2,1,4,9,Research Lab,3,No,3,Medical Researcher
30,Male,UK,Urban,91.86,65.44,65.24,83.72,59.5,MBBS,Top Tier,Public,99.13,7,8,8,9,8,6,15,19,2,2,5,7,7,3,9,Hospital,7,Yes,8,Psychiatrist
41,Female,Germany,Rural,83.19,98.06,90.53,92.97,67.74,BPharm,Top Tier,Public,74.94,5,5,9,9,8,9,15,10,3,2,8,3,6,8,2,Clinic,7,No,9,Surgeon
40,Female,USA,Rural,79.75,63.68,76.76,87.05,51.94,BPharm,Top Tier,Private,99.05,5,8,5,9,6,14,12,11,8,2,6,3,8,9,1,Research Lab,1,No,2,Emergency Medicine Specialist
57,Female,Australia,Rural,62.88,68,89.72,95.81,63.51,MBBS,Mid Tier,Public,63.79,8,8,7,6,5,10,20,23,4,2,1,1,8,3,7,Pharma Industry,8,No,8,Medical Researcher
25,Male,Germany,Rural,64.24,65.57,66.84,72.63,80.37,BPharm,Low Tier,Private,79.05,8,9,5,8,9,11,9,18,7,1,5,6,2,2,4,Pharma Industry,6,No,5,General Physician
30,Male,Germany,Rural,69.81,86.68,87.93,84.97,92.33,BSc Nursing,Top Tier,Private,77.26,9,8,9,6,9,14,21,17,5,2,7,5,7,3,3,Clinic,5,No,6,Cardiologist
43,Female,UK,Urban,80.54,92.3,71.56,82.68,96.52,BSc Biotech,Top Tier,Public,89.8,8,5,3,9,7,13,16,20,7,0,2,9,6,7,3,Pharma Industry,8,No,9,Anesthesiologist
39,Male,Germany,Urban,99.49,69.52,88.2,99.38,86.11,BSc Biotech,Top Tier,Public,63.07,6,7,6,6,6,10,10,3,4,0,5,2,9,1,9,Pharma Industry,9,Yes,7,Surgeon
33,Female,Australia,Urban,92.09,99.17,63.47,95.12,94.59,BSc Nursing,Low Tier,Public,62.96,8,7,3,8,7,9,18,10,2,2,5,5,2,5,7,Hospital,6,Yes,4,Neurologist
30,Female,Canada,Urban,64.4,65.57,73.35,66.61,64.57,MBBS,Top Tier,Public,67.74,8,5,9,5,9,12,5,15,9,0,8,4,2,3,1,Pharma Industry,8,No,4,Surgeon
27,Male,Australia,Urban,88.69,72.63,64.77,62.36,83.89,BDS,Mid Tier,Private,79.21,5,7,6,6,9,6,14,6,9,1,4,2,3,6,2,Pharma Industry,6,Yes,9,Dermatologist
40,Female,USA,Rural,92.42,79.61,85.19,77.86,98.84,BPharm,Top Tier,Public,56.77,8,8,7,8,6,12,8,0,1,4,1,9,9,4,8,Clinic,7,No,3,Psychiatrist
28,Male,Canada,Urban,76.57,92.35,75.7,81.82,80.54,BPharm,Low Tier,Public,97.75,5,7,9,9,9,12,18,15,3,3,4,6,8,5,8,Research Lab,6,No,7,Psychiatrist
37,Female,India,Rural,73.21,75.06,62.97,91.59,71.39,BDS,Low Tier,Public,73.03,6,9,6,9,7,8,2,14,2,3,7,2,2,3,9,Hospital,8,No,6,Psychiatrist
26,Female,UK,Rural,83.38,67.2,81.05,66.39,63.13,BDS,Mid Tier,Public,75.17,9,5,6,5,8,12,23,2,9,1,8,4,1,7,6,Clinic,1,No,4,Dermatologist
37,Female,Australia,Urban,80.77,78.6,61,96.8,65.74,MBBS,Mid Tier,Public,70.54,9,6,6,5,8,8,5,16,7,3,7,5,1,2,7,Clinic,4,No,3,Medical Researcher
22,Male,Canada,Urban,70.61,79.06,92.74,82.86,60.12,BPharm,Top Tier,Private,69.36,5,8,9,8,5,10,8,0,3,4,8,1,1,7,1,Pharma Industry,5,No,8,Surgeon
58,Female,Germany,Urban,75.9,60.65,97.53,93.71,85.14,BDS,Top Tier,Public,72.82,9,7,7,9,6,14,2,17,3,0,6,8,5,2,2,Research Lab,7,No,3,Emergency Medicine Specialist
40,Female,Canada,Urban,81.78,60.84,92.4,93.46,86.2,BPharm,Mid Tier,Private,62.12,8,6,8,7,9,12,12,7,1,1,3,4,9,9,5,Pharma Industry,1,Yes,2,Emergency Medicine Specialist
58,Male,Australia,Urban,83.2,71.11,98.06,98.07,88.98,BSc Nursing,Top Tier,Private,57.39,7,9,5,5,9,11,5,17,4,3,5,7,8,9,6,Hospital,3,No,8,Emergency Medicine Specialist
38,Male,India,Urban,81.27,89.65,95.88,86.35,73.37,BDS,Mid Tier,Private,71.82,7,7,5,9,7,13,16,17,5,3,6,9,4,5,1,Clinic,6,No,8,Cardiologist
47,Male,Australia,Urban,93.84,74.64,95.8,91.35,56.91,MBBS,Top Tier,Private,83.82,7,9,8,7,5,10,10,3,4,0,1,3,7,6,3,Hospital,8,No,9,Radiologist
43,Female,India,Urban,61.27,68.45,69.82,92.82,71.1,MBBS,Top Tier,Public,67.82,7,8,5,9,5,11,3,19,6,2,4,8,5,2,5,Research Lab,6,Yes,9,General Physician
29,Female,Germany,Urban,73.32,64.52,69.25,78.72,87.43,BPharm,Mid Tier,Private,55.4,8,8,8,8,7,7,15,13,2,1,3,6,3,3,8,Hospital,8,No,3,Psychiatrist
54,Female,Australia,Urban,89.99,71.22,92.38,77.29,92.79,BPharm,Mid Tier,Public,76.2,6,5,4,9,6,11,9,5,1,1,5,8,4,5,7,Clinic,7,No,1,Psychiatrist
23,Female,Canada,Urban,86.07,79.26,79.66,97.86,54.06,MBBS,Top Tier,Public,76.2,6,5,4,6,7,13,9,3,5,2,9,3,5,6,1,Research Lab,8,No,6,Neurologist
51,Male,USA,Urban,96.73,63.74,97.69,62.68,62.19,BPharm,Mid Tier,Public,58.45,9,5,4,7,9,10,21,8,0,1,6,3,7,8,1,Hospital,7,No,5,Emergency Medicine Specialist
41,Male,USA,Rural,83.52,60.6,95.89,98.12,98.1,MBBS,Low Tier,Public,67.15,8,7,3,7,9,10,2,9,3,1,7,4,1,3,7,Pharma Industry,9,No,7,Pharmacist
39,Male,Germany,Urban,85.53,65.09,95.73,83.14,71.6,BSc Biotech,Top Tier,Private,89.47,9,8,5,9,8,12,21,22,1,2,8,8,2,7,8,Clinic,2,No,5,Psychiatrist
31,Male,Canada,Rural,88.2,89.52,73.04,71.79,53.53,MBBS,Top Tier,Private,51.61,9,7,6,9,5,14,17,2,7,3,4,5,7,7,5,Pharma Industry,5,No,3,Neurologist
45,Female,USA,Urban,67.45,78.65,65.32,82.29,60.19,BSc Biotech,Top Tier,Private,54.75,6,7,7,7,8,10,15,15,3,2,7,3,9,5,6,Research Lab,8,No,8,Medical Researcher
25,Female,Germany,Urban,90.13,77.81,87.12,85.51,91.38,BSc Nursing,Top Tier,Private,85.03,7,6,7,9,6,14,3,16,5,3,2,9,7,6,2,Research Lab,9,No,5,Anesthesiologist
58,Female,India,Urban,72,60.79,77.62,64.43,87.97,BSc Nursing,Mid Tier,Private,78.62,5,7,4,7,6,10,7,23,5,1,8,5,5,9,8,Research Lab,1,No,1,Emergency Medicine Specialist
25,Male,Canada,Rural,76.98,88.44,97.36,86.8,60.87,BSc Nursing,Mid Tier,Public,78.94,8,9,9,7,5,6,0,22,2,4,8,6,2,9,7,Hospital,1,No,4,Surgeon
34,Female,India,Rural,60.56,68.08,94.15,96.1,55.08,BDS,Mid Tier,Public,72.88,7,8,3,8,5,6,21,0,2,4,1,2,6,7,2,Pharma Industry,8,No,6,Pediatrician
46,Female,Canada,Urban,93.74,63.63,97.15,98.85,53.97,MBBS,Mid Tier,Private,54.29,9,7,9,7,5,6,20,10,9,0,6,8,9,9,6,Hospital,8,Yes,5,Emergency Medicine Specialist
34,Male,India,Rural,98.14,93.68,82.71,83.99,74.98,BSc Biotech,Top Tier,Private,52.65,5,7,9,9,6,5,0,23,2,2,7,9,9,4,8,Clinic,8,No,4,Psychiatrist
39,Female,India,Urban,62.41,79.42,81.05,73.08,84.78,BSc Biotech,Mid Tier,Private,66.21,7,5,4,9,6,5,16,1,5,3,5,3,1,6,5,Hospital,9,Yes,6,Dentist
45,Male,USA,Urban,85.41,89.96,93.88,82.54,66.19,BSc Biotech,Mid Tier,Private,52.83,6,5,4,9,8,14,4,10,9,1,2,3,5,5,5,Hospital,5,No,8,Cardiologist
23,Female,Canada,Urban,98.43,92.88,80.48,60.11,54.31,MBBS,Top Tier,Private,78.26,8,9,6,9,8,7,6,11,8,1,5,3,3,6,9,Pharma Industry,7,No,7,Psychiatrist
54,Female,Australia,Urban,84.28,98.58,96,96.77,74.6,BSc Nursing,Top Tier,Private,83.95,6,7,8,7,8,13,22,21,8,1,6,3,5,5,6,Research Lab,3,No,7,Cardiologist
40,Female,USA,Urban,91.92,84.95,61.38,91.39,60.95,BDS,Mid Tier,Public,80.91,9,6,8,7,8,10,13,20,5,1,5,6,4,2,7,Pharma Industry,6,No,5,Orthopedic Doctor
30,Male,India,Urban,64.73,62.73,74.35,66.66,59.05,MBBS,Mid Tier,Public,86.47,9,5,5,6,8,8,0,0,4,4,3,4,5,4,7,Hospital,9,No,3,Pediatrician
49,Male,India,Rural,69.79,82.31,93.39,84.37,88.73,BDS,Low Tier,Private,97.6,7,5,4,6,8,12,13,10,3,1,5,1,3,2,1,Pharma Industry,2,No,5,General Physician
56,Male,Australia,Rural,73.83,80.38,68.4,60.82,80.22,BDS,Top Tier,Private,98.37,9,8,8,5,6,6,9,16,7,4,6,9,6,9,2,Pharma Industry,6,No,6,General Physician
31,Female,Australia,Rural,99.25,62.3,75.96,68.64,65.75,BDS,Top Tier,Public,64.27,5,7,7,6,7,7,15,8,6,2,6,1,4,7,5,Research Lab,6,No,3,Neurologist
22,Female,India,Urban,91.27,72.25,60.4,66.8,73.03,MBBS,Top Tier,Private,64.58,5,5,5,9,8,13,15,14,2,0,1,7,2,7,9,Research Lab,8,Yes,7,Psychiatrist
42,Male,Australia,Urban,95.43,76.49,72.07,66.25,61.2,BSc Nursing,Top Tier,Public,87.17,9,7,3,5,6,9,17,15,8,2,2,1,9,3,6,Clinic,8,Yes,9,Pediatrician
30,Female,UK,Urban,79.48,66.44,72.75,82.08,78.08,BSc Nursing,Top Tier,Public,99.5,7,6,5,6,6,13,17,0,2,1,6,3,7,4,2,Clinic,8,No,6,Neurologist
36,Male,USA,Urban,88.67,60.35,89.3,98.58,87.85,BPharm,Low Tier,Private,70.64,5,9,9,9,8,12,8,13,8,2,5,9,5,1,8,Pharma Industry,1,Yes,8,Psychiatrist
56,Male,Canada,Rural,89.26,90.28,87.09,65.21,71.42,BSc Biotech,Mid Tier,Public,59.27,8,8,3,5,6,10,18,6,0,4,7,1,8,6,3,Pharma Industry,6,Yes,5,Cardiologist
26,Female,Australia,Urban,82.76,94.07,77.8,94.91,69.19,BSc Biotech,Top Tier,Public,86.44,7,6,4,6,9,13,12,21,2,0,7,4,2,8,8,Pharma Industry,5,Yes,4,Emergency Medicine Specialist
43,Female,Australia,Urban,95.12,69.16,89.14,63.29,62.59,BSc Nursing,Mid Tier,Public,69.26,7,7,8,9,5,8,12,5,8,4,5,1,5,7,4,Hospital,2,No,6,Emergency Medicine Specialist
44,Male,UK,Urban,66.33,60.15,77.13,63.31,66.17,BSc Biotech,Top Tier,Private,54,5,7,9,8,6,13,9,17,8,2,7,1,7,2,2,Clinic,8,No,8,Surgeon
28,Male,Canada,Rural,62.3,95.6,77.38,85.12,68,BSc Nursing,Top Tier,Private,87.43,9,7,4,8,8,12,11,20,7,2,5,2,8,1,4,Research Lab,4,No,1,Medical Researcher
44,Male,UK,Urban,72.16,65.36,85.82,82.98,65.64,BDS,Mid Tier,Public,70.41,6,5,5,7,9,12,8,20,1,3,6,1,2,2,1,Research Lab,6,No,3,Emergency Medicine Specialist
46,Male,Canada,Rural,63.53,76.13,88.92,73.77,54.52,BPharm,Top Tier,Public,79.57,8,9,3,7,7,12,21,20,8,4,8,3,3,4,9,Pharma Industry,7,Yes,3,Dermatologist
48,Female,USA,Urban,62.41,74.64,93.88,81.34,57.39,BSc Biotech,Top Tier,Public,84.6,6,8,8,5,9,7,8,11,8,1,7,7,5,6,7,Pharma Industry,2,Yes,8,Pharmacist
27,Female,Australia,Urban,76.76,66.57,90.06,90.2,99.81,BDS,Top Tier,Public,91.04,7,9,4,9,7,6,19,5,9,3,7,5,3,1,1,Clinic,9,No,9,Pediatrician
55,Male,USA,Rural,68.02,83.95,86.81,90.93,68.15,BSc Biotech,Mid Tier,Public,81.07,5,7,5,7,6,7,9,9,1,1,4,6,1,5,8,Pharma Industry,5,No,3,Neurologist
30,Male,Canada,Urban,91.61,96.74,82.46,60.48,90.27,BPharm,Low Tier,Public,96.8,9,5,3,6,5,14,17,12,8,0,8,2,9,4,3,Pharma Industry,4,No,5,Cardiologist
54,Female,Australia,Urban,83.19,80.55,72.32,63.12,85.86,MBBS,Top Tier,Public,74.24,7,9,6,5,6,9,9,1,4,4,9,5,7,9,4,Pharma Industry,4,No,1,Emergency Medicine Specialist
27,Female,UK,Urban,74.42,98.92,70.44,60.14,78.21,BPharm,Low Tier,Public,76.51,8,5,8,7,6,10,6,5,6,1,9,3,7,5,7,Pharma Industry,8,No,4,Surgeon
58,Female,India,Urban,71.46,67.63,93.73,60.63,72.49,BDS,Mid Tier,Private,65.2,7,5,8,9,5,8,3,16,3,4,9,8,3,5,4,Hospital,2,No,8,Surgeon
52,Male,UK,Urban,82.53,93.94,88.69,93.59,83.26,BPharm,Mid Tier,Public,56.59,8,6,4,6,6,6,4,12,9,3,5,2,2,7,4,Research Lab,2,Yes,5,Emergency Medicine Specialist
55,Female,India,Urban,77.36,70.28,86.62,63.34,79.21,BDS,Top Tier,Private,81.43,9,5,7,6,9,8,9,22,3,0,6,3,7,4,9,Research Lab,4,No,7,Medical Researcher
50,Male,UK,Rural,62.23,70.02,70.35,88.44,86.7,BPharm,Low Tier,Private,64.63,8,8,7,6,9,10,17,13,9,0,6,5,5,8,6,Research Lab,7,No,1,Emergency Medicine Specialist
35,Female,Canada,Urban,86.61,64.71,98.79,99.2,99.69,BSc Biotech,Mid Tier,Public,85.71,8,7,9,9,6,6,15,10,9,3,3,1,3,9,8,Pharma Industry,5,No,6,Psychiatrist
57,Female,USA,Urban,79.99,94.55,63.25,92.84,65.75,BPharm,Top Tier,Public,81.03,5,7,4,8,9,11,19,22,2,4,4,2,7,6,1,Hospital,7,No,8,Emergency Medicine Specialist
57,Male,India,Urban,71.08,89,93.53,62.66,66.7,BPharm,Mid Tier,Private,64.07,9,9,5,6,9,11,2,10,5,2,5,5,1,2,4,Pharma Industry,9,No,4,Cardiologist
36,Male,Canada,Urban,71.62,73.67,68.43,95.76,84.46,BSc Nursing,Mid Tier,Private,77.87,7,5,5,8,8,5,22,7,8,2,1,3,8,4,2,Research Lab,6,Yes,2,Medical Researcher
29,Male,USA,Urban,78.11,73.98,75.69,98.33,92.23,BPharm,Top Tier,Public,99.42,7,7,8,5,5,5,1,8,9,1,6,7,2,7,1,Clinic,2,Yes,8,Neurologist
47,Male,USA,Rural,93.1,93.79,77.12,88.25,59.5,BSc Biotech,Mid Tier,Private,94.12,9,9,6,6,9,6,15,7,0,1,4,6,7,4,8,Pharma Industry,3,No,6,Nurse
57,Male,Australia,Rural,76.92,97.1,86.51,84.65,92.73,BDS,Mid Tier,Public,70.84,6,7,6,9,7,6,3,1,8,3,8,2,6,1,8,Hospital,6,No,4,Psychiatrist
42,Female,Australia,Urban,93.58,84.1,81.87,84.07,94.82,MBBS,Mid Tier,Public,84.37,9,5,7,9,8,8,14,23,6,1,2,9,3,9,9,Research Lab,1,Yes,7,Psychiatrist
49,Male,Australia,Urban,76.99,76.27,67.44,92.81,69.74,MBBS,Low Tier,Public,59.17,9,6,5,6,7,9,4,6,0,1,3,9,7,2,1,Clinic,9,No,9,Pediatrician
25,Female,India,Urban,93.2,62.13,61.2,82.14,63.33,MBBS,Mid Tier,Private,50.51,8,7,7,7,9,13,11,18,1,2,6,5,3,4,3,Clinic,8,No,2,Neurologist
37,Female,India,Urban,97.26,65.06,88.69,73.35,70.03,MBBS,Low Tier,Public,91.98,8,6,8,7,7,7,5,2,5,2,7,6,5,5,2,Clinic,5,No,9,Psychiatrist
43,Female,USA,Rural,60.82,65.67,80.2,98.82,59.33,BDS,Top Tier,Private,70.71,8,8,9,8,6,14,8,5,5,4,5,6,3,5,4,Hospital,3,No,4,Dentist
33,Female,India,Urban,62.49,71.07,74.47,61.94,52.96,BDS,Mid Tier,Private,59.08,7,8,8,6,6,14,7,12,4,2,2,4,4,8,6,Hospital,7,Yes,8,Emergency Medicine Specialist
37,Male,USA,Rural,65.36,70.28,71.38,86.61,89.86,MBBS,Low Tier,Public,65.76,5,8,7,8,5,5,15,15,8,2,8,7,6,6,8,Pharma Industry,8,No,4,Psychiatrist
59,Male,Canada,Urban,64.88,81.72,92.92,83.43,78.49,BPharm,Mid Tier,Private,96.13,6,9,5,6,7,6,19,19,6,3,1,4,8,3,4,Hospital,7,No,4,Dermatologist
58,Male,UK,Urban,78.18,97.76,91.82,85.57,74.71,BPharm,Mid Tier,Private,94.62,8,8,7,8,8,10,5,9,3,4,7,2,4,8,4,Research Lab,1,No,1,Emergency Medicine Specialist
50,Female,USA,Urban,90.56,94.47,93.04,85.69,60.7,BSc Nursing,Mid Tier,Public,82.55,6,5,5,5,5,13,17,5,3,4,8,5,1,4,4,Pharma Industry,7,No,6,Cardiologist
39,Male,USA,Urban,98.45,80.37,68.76,64.94,77.62,BDS,Mid Tier,Private,54.6,6,9,8,9,5,9,6,20,6,4,9,6,6,7,4,Pharma Industry,8,No,1,Surgeon
31,Male,Canada,Rural,76.71,60.69,94.08,65.34,70.08,BSc Nursing,Top Tier,Private,85.9,5,5,4,7,8,8,14,0,9,2,1,8,7,4,4,Research Lab,9,No,5,Orthopedic Doctor
39,Male,Australia,Urban,87.54,62.74,99.42,62.69,75.31,BSc Biotech,Top Tier,Private,94.51,5,5,9,7,9,6,2,16,1,4,9,1,7,3,5,Hospital,6,No,1,Surgeon
22,Female,Germany,Urban,85.42,94.41,83.97,97.54,54.54,BDS,Low Tier,Public,95.95,7,5,3,5,8,8,22,13,5,0,1,2,5,5,6,Research Lab,7,Yes,3,Nurse
42,Male,Australia,Urban,75.73,71.35,61.89,84.4,96.14,MBBS,Mid Tier,Public,69.32,9,9,8,9,9,6,15,16,8,3,8,5,4,1,1,Clinic,6,No,5,Surgeon
22,Male,Australia,Rural,88.84,72.72,88.09,63.08,88.21,MBBS,Mid Tier,Private,58.47,5,6,5,7,7,10,20,2,0,0,3,7,5,3,2,Pharma Industry,8,Yes,4,Pharmacist
36,Male,USA,Rural,83.68,65.59,81.52,77.35,87.06,BSc Nursing,Top Tier,Private,98.05,8,5,4,5,5,9,13,3,6,1,6,4,4,5,5,Clinic,9,No,7,Psychiatrist
25,Female,USA,Urban,90.4,68.92,88.48,74.37,79.09,BDS,Low Tier,Private,90.52,9,5,8,7,9,9,8,0,0,1,9,7,7,5,8,Pharma Industry,1,No,7,Surgeon
41,Female,India,Rural,67.75,69.89,67.53,65.93,61.38,BPharm,Top Tier,Public,71.63,6,5,4,7,9,5,1,9,2,4,2,2,4,3,3,Pharma Industry,1,Yes,9,Radiologist
31,Male,India,Urban,74.41,76.48,84.23,92.88,55.18,BDS,Top Tier,Public,81.6,7,6,9,6,6,14,0,8,8,0,6,6,3,7,2,Pharma Industry,2,No,4,Dentist
44,Female,UK,Rural,86.85,84.93,81.57,91.02,68.07,BSc Nursing,Top Tier,Public,69.88,9,8,9,5,8,5,9,13,7,0,5,7,1,1,4,Hospital,7,No,6,Orthopedic Doctor
55,Male,UK,Rural,64.99,74.13,84.1,78.56,70.64,BSc Nursing,Mid Tier,Private,72.86,5,8,8,9,8,13,3,12,3,0,6,7,4,3,9,Research Lab,4,Yes,3,Psychiatrist
54,Male,Germany,Urban,90.82,77.99,89.11,80.9,88.05,MBBS,Low Tier,Public,66.39,6,7,4,9,7,12,0,7,2,2,4,5,9,1,2,Research Lab,8,No,3,Orthopedic Doctor
55,Male,India,Urban,65.34,67.28,81.77,77.46,57.41,MBBS,Top Tier,Public,52.78,9,9,8,7,8,12,16,20,3,0,3,2,4,7,8,Pharma Industry,7,Yes,2,Dentist
31,Female,USA,Rural,72.98,62.26,72.87,82.04,90.84,BSc Biotech,Mid Tier,Public,99.86,5,9,8,6,5,14,9,20,3,1,7,2,1,5,4,Research Lab,6,Yes,9,Psychiatrist
41,Female,Canada,Urban,69.5,73.93,72.36,89.3,72.14,BSc Nursing,Mid Tier,Private,61.98,6,6,6,5,7,14,17,7,9,1,6,3,9,4,4,Hospital,1,No,8,Pediatrician
22,Male,India,Rural,62.44,62.5,87.8,95.04,90,BSc Biotech,Top Tier,Private,64.5,5,6,7,9,5,10,4,23,9,1,5,3,2,5,8,Clinic,5,No,3,Psychiatrist
34,Female,USA,Urban,70.83,71.99,86.55,83.69,74.74,BSc Biotech,Mid Tier,Public,66.25,6,6,9,8,7,11,19,23,3,3,3,7,1,6,1,Clinic,3,No,1,Pharmacist
22,Male,India,Urban,96.46,93.5,76.88,65.03,52.58,MBBS,Mid Tier,Private,62.21,8,7,8,8,7,12,23,20,5,1,8,1,4,5,9,Pharma Industry,2,Yes,6,Surgeon
26,Female,Australia,Rural,61.08,74.68,74.14,90.88,80.4,BPharm,Top Tier,Public,66.29,8,8,4,5,6,7,10,4,0,3,9,2,1,7,5,Research Lab,3,Yes,9,Pharmacist
37,Female,India,Urban,60.67,67.73,84.81,74.89,71.36,MBBS,Mid Tier,Private,78.33,7,9,8,6,5,9,14,15,5,2,6,8,6,9,9,Research Lab,1,Yes,1,General Physician
36,Female,Germany,Urban,88.17,96.08,72.49,85.2,72.97,BDS,Top Tier,Public,53.96,6,7,8,8,6,14,18,18,3,3,4,3,6,5,8,Pharma Industry,7,No,3,Psychiatrist
49,Female,Australia,Urban,74.67,85.57,98.53,67.94,89.13,BPharm,Top Tier,Public,53.58,7,5,6,8,5,13,1,20,0,1,3,4,8,1,5,Pharma Industry,5,No,1,Cardiologist
52,Female,USA,Urban,69.19,99.53,83.86,66.54,61.13,BSc Nursing,Low Tier,Public,73.1,5,8,6,7,5,7,22,7,9,3,4,7,1,2,7,Hospital,2,No,7,Surgeon
44,Female,Australia,Urban,80.35,72.01,83.68,62.11,51.28,BPharm,Low Tier,Public,84.83,7,7,8,8,6,8,23,12,4,0,2,1,9,4,4,Pharma Industry,9,No,2,Dermatologist
38,Female,India,Rural,70.67,68.01,65.45,72.58,64.31,BSc Nursing,Top Tier,Private,60.87,9,8,9,7,5,7,22,3,9,4,4,3,8,3,5,Research Lab,5,No,2,Emergency Medicine Specialist
55,Male,Australia,Rural,75.68,71.92,84.39,83.89,57.76,BSc Nursing,Top Tier,Public,76.01,5,5,7,6,6,8,1,19,5,1,3,3,4,3,6,Pharma Industry,4,No,2,Pharmacist
34,Male,Germany,Urban,88.61,92.5,71.8,72.75,67.19,BSc Biotech,Low Tier,Public,72.02,7,9,4,5,9,10,14,14,6,2,2,4,3,5,6,Research Lab,2,No,2,Dermatologist
35,Male,Canada,Rural,64.68,66.06,78.07,69.64,60.4,BDS,Mid Tier,Public,72.61,9,5,3,8,6,8,6,11,2,0,6,9,5,2,5,Hospital,4,Yes,4,Anesthesiologist
32,Female,Australia,Rural,98.39,69.64,81.53,99.79,54.85,MBBS,Mid Tier,Private,85.08,5,7,8,8,7,11,12,20,0,1,8,5,3,7,2,Research Lab,3,No,8,Surgeon
49,Male,Germany,Rural,61.7,88.07,79.12,99.95,91.38,BSc Biotech,Mid Tier,Private,79.86,6,5,5,8,5,9,20,3,1,2,5,4,3,6,1,Research Lab,2,Yes,5,Dentist
53,Female,Australia,Rural,92.26,89.52,92.38,84.2,60.47,BSc Biotech,Low Tier,Public,73.48,7,6,3,5,7,14,22,16,5,2,8,3,9,3,6,Hospital,8,No,1,Cardiologist
56,Male,UK,Urban,88.98,98.35,63.98,72.94,68.19,BDS,Low Tier,Public,63.52,5,7,4,5,7,14,14,8,7,4,6,9,1,6,1,Pharma Industry,6,No,8,Pediatrician
52,Female,Canada,Urban,71.28,99.21,66.69,94.47,50.09,MBBS,Mid Tier,Private,79.26,7,6,8,8,5,13,11,19,3,4,9,1,9,1,1,Clinic,9,No,1,Surgeon
38,Male,USA,Urban,64.73,86.54,66.28,89.47,88.59,BSc Biotech,Mid Tier,Private,56.87,6,7,5,7,5,13,5,14,0,2,5,9,4,3,2,Hospital,4,No,4,Neurologist
30,Female,Germany,Rural,94.09,74.51,92.67,84.64,73.16,BPharm,Low Tier,Public,70.8,6,5,5,9,5,6,23,6,8,4,3,1,8,3,1,Clinic,7,No,5,Dentist
31,Male,Australia,Urban,87.18,78.12,64.73,96.33,93.23,MBBS,Mid Tier,Public,56.74,5,9,8,5,5,11,8,8,6,2,2,7,5,6,5,Hospital,8,Yes,4,Dentist
29,Female,Canada,Urban,71.64,77.57,98.86,77.81,52.64,BDS,Mid Tier,Public,65.91,8,6,5,9,5,13,13,12,3,0,3,5,4,5,1,Research Lab,3,No,9,Nurse
42,Male,USA,Urban,60.68,75.5,98.77,70.22,58.19,BPharm,Mid Tier,Public,81.84,6,5,6,9,8,10,14,8,1,4,4,5,8,6,3,Clinic,7,No,4,Medical Researcher
34,Male,Canada,Rural,97.54,73.53,99.67,98.68,62.88,BPharm,Top Tier,Private,89.34,5,6,6,7,5,6,22,4,1,2,3,9,5,6,6,Pharma Industry,9,No,3,General Physician
