Creativity Score,Adobe Photoshop Proficiency,Adobe Illustrator Proficiency,Adobe After Effects Proficiency,3D Modeling Skill,UI/UX Knowledge,Video Editing Skill,Game Design Knowledge,Sketching/Drawing Skill,Typography Skill,Color Theory Knowledge,Branding Knowledge,Web Development Knowledge,Fashion Design Knowledge,Interior Design Knowledge,Product Design Knowledge,Illustration Skill,Animation Skill,Years of Experience,Preferred Design Style,Career Role
6,3,3,2,3,3,4,2,9,4,9,6,3,7,3,3,5,4,7,Cartoon,Fashion Designer
6,9,3,2,2,8,5,5,5,6,4,5,7,1,1,4,5,5,5,Classic,Web Designer
6,4,4,7,7,2,9,5,3,5,6,6,2,2,2,2,5,7,9,Realistic,Animator
6,3,4,9,8,2,8,5,4,5,5,4,2,3,1,2,4,7,5,Classic,Animator
6,6,7,5,2,6,2,4,5,4,4,2,1,2,1,9,3,4,9,Futuristic,Product Designer
7,3,4,3,8,5,4,7,2,4,6,6,2,1,1,1,3,5,1,Futuristic,Game Designer
6,7,4,8,3,5,7,4,3,6,5,3,4,2,1,3,3,8,6,Abstract,Motion Graphics Designer
7,5,5,6,1,7,4,4,5,5,4,6,7,3,3,1,4,2,8,Cartoon,UX/UI Designer
6,7,7,2,8,5,4,7,3,3,4,3,2,1,2,3,5,4,7,Abstract,Game Designer
6,6,6,3,7,4,4,3,9,5,6,6,1,2,2,2,9,5,8,Cartoon,Concept Artist
7,7,7,4,5,8,3,2,3,4,4,5,7,3,1,1,5,3,6,Modern,Web Designer
6,6,7,9,1,4,9,1,3,3,6,5,1,2,2,2,3,5,4,Minimalist,Video Editor
6,8,9,6,5,5,4,1,3,8,7,5,3,1,1,2,4,3,5,Modern,Graphic Designer
7,3,7,5,4,5,4,3,4,3,4,9,1,2,1,4,5,4,3,Modern,Art Director
7,3,4,3,5,6,4,1,2,4,6,7,3,2,3,1,3,2,6,Abstract,Art Director
8,6,4,5,5,4,4,2,2,4,3,5,4,2,3,2,3,3,9,Minimalist,Packaging Designer
6,7,3,4,1,3,5,1,8,3,9,3,1,9,1,2,4,5,9,Abstract,Fashion Designer
5,5,4,7,2,3,7,1,3,4,4,6,1,1,1,3,3,8,5,Classic,Motion Graphics Designer
6,9,5,6,2,8,5,4,2,4,4,6,7,2,1,3,5,3,4,Abstract,Web Designer
4,9,8,4,4,4,4,1,2,7,9,6,1,1,2,4,4,4,4,Cartoon,Graphic Designer
8,4,4,5,4,6,4,4,2,6,4,5,3,1,1,7,5,4,9,Cartoon,Product Designer
4,3,3,2,4,2,4,5,3,5,5,3,2,2,1,7,5,4,2,Realistic,Product Designer
6,4,4,7,9,4,9,5,2,4,6,4,3,1,2,1,3,9,9,Minimalist,Animator
4,5,6,5,9,6,2,9,2,3,4,3,2,1,3,4,3,3,9,Abstract,Game Designer
5,6,6,5,2,6,3,3,5,4,4,5,1,1,1,7,4,3,7,Minimalist,Product Designer
4,8,9,3,2,6,4,2,3,9,7,2,2,2,1,3,4,4,1,Classic,Graphic Designer
5,5,5,5,4,5,3,1,2,3,5,4,1,2,7,3,5,5,8,Cartoon,Interior Designer
8,7,8,4,5,4,2,3,3,8,9,8,4,2,2,2,3,4,9,Cartoon,Branding & Identity Designer
4,8,4,4,4,9,3,2,2,3,4,5,7,2,2,4,3,5,2,Classic,Web Designer
4,4,6,3,5,5,3,3,9,5,7,4,3,7,2,2,4,4,4,Minimalist,Fashion Designer
6,6,7,9,1,5,7,1,5,4,4,3,1,1,3,3,3,2,2,Classic,Video Editor
5,7,6,8,3,4,8,4,5,6,6,5,4,1,2,3,3,3,10,Abstract,Video Editor
6,8,4,4,4,9,4,3,5,5,6,3,7,1,2,3,4,4,9,Futuristic,Web Designer
5,7,8,6,5,6,4,1,5,7,7,8,4,3,2,3,3,3,8,Realistic,Branding & Identity Designer
5,5,7,7,1,2,7,5,3,5,4,5,4,1,3,4,4,7,6,Classic,Motion Graphics Designer
5,7,3,4,4,4,2,2,9,6,7,4,1,8,1,4,5,2,6,Cartoon,Fashion Designer
8,5,4,7,8,3,8,5,4,4,3,6,2,2,1,1,4,7,2,Cartoon,Animator
4,9,6,6,4,9,2,4,2,5,6,6,8,2,1,4,5,3,6,Abstract,Web Designer
4,7,7,2,3,4,4,1,3,4,6,5,1,2,1,9,3,2,3,Abstract,Product Designer
5,9,6,2,5,8,5,2,4,4,3,6,8,2,1,3,4,3,2,Realistic,Web Designer
8,7,7,2,4,4,5,1,8,4,8,6,3,3,2,2,8,3,6,Classic,Illustration Artist
6,5,7,8,3,2,7,1,4,6,3,4,4,3,2,2,5,2,6,Cartoon,Video Editor
7,4,3,7,8,3,7,5,5,3,5,6,2,1,2,3,4,7,4,Cartoon,Animator
4,9,8,5,1,3,3,5,3,9,7,7,2,1,2,1,4,4,9,Abstract,Branding & Identity Designer
7,8,7,2,5,2,4,2,4,7,9,5,4,2,2,1,4,2,3,Realistic,Graphic Designer
4,4,6,8,4,2,7,1,5,3,5,6,1,1,2,4,3,9,1,Abstract,Motion Graphics Designer
7,4,4,2,2,4,3,4,3,5,5,2,4,2,3,7,5,3,7,Cartoon,Product Designer
8,5,5,4,4,2,3,4,3,4,6,5,4,1,1,3,4,3,8,Abstract,Packaging Designer
5,3,5,2,7,5,4,9,2,3,3,4,4,3,3,2,3,3,9,Modern,Game Designer
5,4,7,4,3,3,3,3,4,5,5,8,4,3,2,3,4,5,10,Classic,Art Director
7,7,3,5,5,6,5,3,7,5,7,3,2,8,2,2,4,4,5,Minimalist,Fashion Designer
7,8,8,6,4,4,3,1,2,7,9,6,3,2,1,4,5,3,7,Cartoon,Graphic Designer
8,4,3,9,7,4,7,5,4,6,4,4,1,3,3,4,4,8,6,Futuristic,Animator
8,6,4,6,7,5,5,7,5,6,6,6,4,2,3,3,5,4,3,Classic,Game Designer
6,5,5,4,7,3,2,5,7,4,3,2,2,3,2,3,9,5,10,Classic,Concept Artist
8,7,5,9,3,5,7,4,5,3,4,6,4,3,1,4,5,3,1,Classic,Video Editor
6,6,5,6,8,2,2,3,8,5,5,5,1,1,2,4,9,2,2,Classic,Concept Artist
8,6,7,2,8,5,3,3,7,4,5,6,4,3,3,1,8,4,1,Classic,Concept Artist
8,3,6,2,1,4,3,3,3,3,5,4,4,1,1,9,3,2,4,Realistic,Product Designer
5,3,6,3,1,7,4,2,5,3,3,2,7,3,2,1,3,3,10,Minimalist,UX/UI Designer
6,3,4,4,5,4,4,3,3,5,5,2,3,1,8,3,5,5,6,Minimalist,Interior Designer
4,9,8,4,1,6,5,2,3,7,7,5,4,2,1,3,3,2,5,Realistic,Graphic Designer
6,7,3,3,4,3,2,1,4,4,5,5,3,3,3,4,5,2,8,Abstract,Packaging Designer
6,4,4,3,4,5,2,4,7,5,7,3,2,7,2,4,5,4,5,Realistic,Fashion Designer
5,7,3,2,1,4,5,1,4,4,3,4,2,1,1,9,5,5,5,Classic,Product Designer
7,8,7,2,3,6,5,5,4,7,9,7,3,1,2,2,5,3,2,Modern,Branding & Identity Designer
6,4,8,3,4,3,5,1,8,3,8,6,3,1,3,1,8,4,3,Classic,Illustration Artist
5,9,7,4,4,6,2,2,5,8,8,7,3,1,3,1,4,3,9,Minimalist,Branding & Identity Designer
7,9,7,3,2,4,2,3,2,7,8,4,2,1,2,1,5,3,6,Realistic,Graphic Designer
8,6,6,3,3,4,5,4,2,5,6,3,4,3,7,4,4,3,9,Modern,Interior Designer
6,4,3,5,7,2,3,4,7,6,5,4,1,3,1,1,9,3,9,Realistic,Concept Artist
6,5,5,2,9,2,4,3,7,3,5,2,3,3,1,1,7,2,10,Classic,Concept Artist
4,5,5,4,7,5,4,8,2,4,6,4,2,1,3,1,3,3,2,Abstract,Game Designer
4,5,7,3,1,5,2,5,5,4,5,5,3,3,3,1,3,3,5,Modern,Packaging Designer
8,8,7,5,3,2,2,2,2,9,8,3,2,1,1,1,4,3,7,Modern,Graphic Designer
8,3,3,9,9,6,7,1,2,5,3,6,3,3,1,1,4,7,4,Realistic,Animator
6,7,3,8,7,6,9,2,5,6,3,2,1,3,1,2,4,7,6,Modern,Animator
7,5,4,3,4,2,3,3,8,5,9,4,2,8,1,3,3,4,3,Realistic,Fashion Designer
6,4,5,4,5,5,5,1,3,4,5,2,4,1,2,3,5,2,8,Cartoon,Packaging Designer
6,6,4,8,9,2,8,1,3,5,4,2,2,1,3,3,4,9,8,Minimalist,Animator
4,6,3,3,9,2,5,7,2,3,6,6,4,3,2,4,4,2,4,Classic,Game Designer
6,7,7,6,2,3,4,3,3,5,6,2,1,2,8,2,5,2,1,Cartoon,Interior Designer
7,5,4,7,7,2,7,2,5,6,4,2,2,2,1,2,5,7,2,Realistic,Animator
6,7,7,6,3,7,2,4,4,5,6,2,9,3,2,2,3,3,1,Realistic,UX/UI Designer
5,9,8,5,2,4,3,2,3,9,7,3,2,2,1,1,5,5,1,Abstract,Graphic Designer
6,3,6,2,5,5,5,4,7,4,7,3,4,9,2,4,4,3,10,Futuristic,Fashion Designer
8,9,4,3,5,9,2,4,4,3,6,6,7,2,3,3,5,5,9,Realistic,Web Designer
6,5,8,4,2,2,3,5,8,4,8,4,4,1,1,1,8,4,7,Realistic,Illustration Artist
5,6,3,2,2,3,2,1,4,6,5,5,2,1,1,3,4,3,4,Cartoon,Packaging Designer
8,5,4,7,5,3,8,2,2,3,3,5,1,2,3,3,4,8,5,Realistic,Motion Graphics Designer
7,3,5,2,1,2,3,5,4,6,3,2,2,3,2,7,5,2,5,Futuristic,Product Designer
7,8,8,6,2,3,2,4,4,8,7,7,2,3,2,1,3,2,8,Realistic,Branding & Identity Designer
5,3,6,6,1,5,3,4,3,5,4,6,3,3,7,4,5,4,10,Realistic,Interior Designer
9,7,3,4,7,4,5,3,7,3,6,6,1,1,2,2,7,3,9,Abstract,Concept Artist
6,7,5,6,8,5,2,8,3,6,4,2,1,1,3,1,4,3,7,Classic,Game Designer
6,3,6,5,2,2,4,5,8,4,8,5,2,8,1,1,3,2,7,Futuristic,Fashion Designer
9,4,5,8,7,4,9,5,3,4,3,4,2,1,2,2,5,8,7,Modern,Animator
5,8,4,6,3,7,5,3,2,3,5,6,9,2,1,3,5,5,10,Classic,Web Designer
8,6,4,5,1,5,5,1,5,5,4,8,1,2,1,3,4,5,10,Futuristic,Art Director
7,4,6,2,1,2,4,5,7,3,7,2,3,9,1,1,3,5,1,Minimalist,Fashion Designer
6,5,7,7,5,6,7,4,3,6,3,6,3,1,1,1,4,5,8,Abstract,Video Editor
8,7,9,3,2,2,2,5,3,7,9,4,2,1,1,2,5,3,6,Abstract,Graphic Designer
7,7,5,7,8,2,8,1,3,6,4,3,1,1,1,2,4,7,4,Minimalist,Animator
7,7,7,5,4,5,3,1,7,5,9,2,3,7,2,4,5,3,7,Realistic,Fashion Designer
7,3,6,8,7,4,9,5,4,3,4,6,2,1,2,3,4,9,2,Classic,Animator
4,7,3,3,4,3,2,4,7,4,9,4,2,9,3,2,4,3,8,Cartoon,Fashion Designer
5,6,6,6,5,9,3,4,5,4,4,6,8,1,2,2,3,3,5,Cartoon,UX/UI Designer
4,9,8,6,3,2,3,1,3,8,9,6,1,2,3,2,4,2,5,Cartoon,Graphic Designer
8,3,6,3,7,6,5,7,4,5,6,6,2,2,3,3,4,5,5,Classic,Game Designer
6,3,6,3,4,4,5,3,2,4,5,6,4,2,7,2,3,5,2,Cartoon,Interior Designer
7,7,6,4,5,4,4,5,9,6,9,4,1,9,3,2,5,4,2,Cartoon,Fashion Designer
5,4,6,3,4,8,4,1,3,5,5,5,7,2,2,1,5,3,5,Futuristic,UX/UI Designer
8,5,8,4,1,6,2,5,9,3,8,4,4,3,3,4,7,5,4,Futuristic,Illustration Artist
6,3,3,7,7,3,9,3,5,3,4,6,1,1,3,3,4,8,1,Minimalist,Animator
4,3,3,3,8,6,5,9,5,6,4,3,2,3,3,1,3,3,10,Minimalist,Game Designer
4,6,5,9,5,4,7,2,5,6,5,5,3,1,3,3,3,5,9,Futuristic,Video Editor
7,5,6,7,5,5,7,5,2,3,3,4,4,2,2,2,3,7,6,Abstract,Motion Graphics Designer
6,7,4,2,3,9,5,5,4,6,3,2,8,3,3,1,4,3,1,Abstract,Web Designer
6,5,9,5,1,4,2,5,7,3,9,2,3,3,3,4,9,5,8,Modern,Illustration Artist
7,8,3,2,3,8,5,5,2,6,6,3,7,1,2,3,4,2,10,Realistic,Web Designer
6,7,7,5,1,5,2,1,4,4,5,2,3,3,2,9,4,3,6,Classic,Product Designer
6,6,3,4,4,3,5,5,5,5,3,2,1,2,2,7,3,3,2,Abstract,Product Designer
6,6,7,5,2,3,5,2,2,3,5,6,2,2,3,9,4,5,1,Minimalist,Product Designer
7,5,3,5,3,2,3,1,4,4,5,6,3,3,7,4,4,3,8,Futuristic,Interior Designer
4,5,4,6,5,4,3,5,4,4,4,3,3,3,1,7,3,2,5,Abstract,Product Designer
7,7,4,4,7,5,5,5,7,5,6,6,3,1,3,2,8,4,3,Minimalist,Concept Artist
7,4,3,8,4,5,8,5,2,3,4,2,4,1,1,2,5,5,10,Futuristic,Video Editor
8,7,7,6,4,2,2,2,8,5,8,6,1,9,1,3,5,2,10,Classic,Fashion Designer
5,4,5,6,5,8,2,3,2,4,6,2,7,3,1,4,4,2,4,Realistic,UX/UI Designer
6,8,9,4,4,3,3,2,5,7,9,3,3,1,1,4,4,4,5,Realistic,Graphic Designer
8,6,7,6,3,5,4,1,3,3,4,9,4,1,3,3,5,3,3,Classic,Art Director
6,4,7,4,2,7,3,2,3,3,3,4,9,3,3,3,3,5,2,Cartoon,UX/UI Designer
5,6,4,3,8,3,3,8,3,4,3,6,1,2,3,3,3,3,3,Modern,Game Designer
7,5,4,3,1,3,5,5,3,4,5,5,2,1,2,4,3,4,1,Minimalist,Packaging Designer
8,9,4,3,1,7,5,4,3,5,5,5,8,2,1,4,5,3,5,Realistic,Web Designer
6,7,3,7,8,5,7,1,4,6,4,6,2,3,1,4,4,9,8,Minimalist,Animator
7,5,7,2,4,9,3,4,2,4,5,5,7,3,1,1,3,3,10,Cartoon,UX/UI Designer
8,7,4,3,1,7,5,1,4,5,5,2,9,2,2,1,5,5,5,Classic,Web Designer
6,4,4,2,2,3,3,5,4,3,3,7,4,3,1,2,5,2,5,Cartoon,Art Director
6,4,5,3,1,3,5,5,8,3,8,3,2,7,3,2,4,4,1,Classic,Fashion Designer
5,6,7,8,1,2,9,5,3,5,5,6,1,2,3,3,5,7,4,Modern,Motion Graphics Designer
5,5,7,6,2,2,4,3,5,3,4,9,4,2,2,2,4,5,10,Minimalist,Art Director
8,4,6,3,9,2,5,8,3,5,6,2,1,3,1,1,4,4,7,Minimalist,Game Designer
8,6,3,3,1,6,4,5,5,3,5,8,1,1,3,2,3,2,7,Modern,Art Director
5,3,5,4,2,4,2,1,8,3,8,6,3,7,3,2,5,4,8,Realistic,Fashion Designer
9,7,8,6,3,3,3,2,7,5,9,6,2,3,3,3,8,2,1,Classic,Illustration Artist
6,4,5,6,1,5,2,4,3,4,3,3,1,2,1,1,3,3,1,Futuristic,Packaging Designer
7,4,3,5,4,2,4,2,4,5,4,3,3,1,1,8,3,4,6,Abstract,Product Designer
8,7,3,8,3,3,7,4,4,3,5,6,1,1,1,1,4,4,3,Futuristic,Video Editor
6,8,9,6,1,3,3,4,2,7,7,5,2,1,2,2,4,5,3,Futuristic,Graphic Designer
7,4,7,2,4,3,4,2,4,4,6,7,4,3,2,3,5,4,8,Realistic,Art Director
8,5,3,2,9,5,5,9,5,5,4,2,2,2,2,1,5,5,7,Futuristic,Game Designer
5,8,8,5,4,3,3,3,3,8,9,2,4,2,3,4,4,4,9,Classic,Graphic Designer
5,3,7,2,3,7,3,1,2,5,5,5,8,3,2,4,3,3,4,Modern,UX/UI Designer
8,6,5,6,4,3,5,2,3,3,5,5,4,1,1,7,4,2,8,Cartoon,Product Designer
7,5,6,3,5,8,2,4,3,5,3,5,9,1,2,1,3,4,3,Cartoon,UX/UI Designer
8,6,7,8,3,5,9,1,2,4,5,4,2,2,2,3,5,9,3,Abstract,Motion Graphics Designer
5,4,6,8,3,3,7,3,4,6,6,5,1,1,3,1,5,5,5,Futuristic,Video Editor
7,9,7,5,3,8,2,2,2,6,6,5,7,3,3,3,5,2,4,Cartoon,Web Designer
7,3,5,2,4,9,4,3,4,4,3,6,9,2,3,3,5,4,3,Minimalist,UX/UI Designer
6,9,4,2,5,8,5,1,5,3,4,5,9,3,3,2,5,3,10,Abstract,Web Designer
7,6,6,7,8,6,7,4,3,6,3,2,2,2,3,4,3,8,4,Cartoon,Animator
5,8,8,6,4,6,3,4,4,9,7,8,1,2,2,3,4,3,10,Cartoon,Branding & Identity Designer
4,4,3,9,2,5,9,5,4,4,4,5,4,3,2,4,3,7,9,Classic,Motion Graphics Designer
7,9,9,5,4,2,5,3,2,8,9,7,1,1,3,2,5,2,4,Classic,Branding & Identity Designer
8,4,6,9,8,4,9,4,3,3,5,2,2,1,3,2,5,8,3,Minimalist,Animator
8,5,7,9,3,5,9,2,2,3,6,4,1,2,2,4,4,7,8,Cartoon,Motion Graphics Designer
7,8,8,2,5,4,2,4,2,9,8,8,2,1,3,3,4,3,6,Cartoon,Branding & Identity Designer
9,6,9,3,5,5,3,5,9,3,7,5,3,3,3,3,7,4,1,Futuristic,Illustration Artist
6,5,3,6,5,6,5,5,5,3,3,5,3,2,1,3,4,3,1,Realistic,Packaging Designer
5,3,4,6,2,4,3,2,2,5,5,3,3,1,3,2,3,2,9,Classic,Packaging Designer
6,6,3,4,4,3,2,5,3,3,5,4,3,2,3,7,5,4,5,Abstract,Product Designer
6,7,6,3,9,2,4,8,3,4,4,6,3,3,1,4,5,2,10,Classic,Game Designer
5,4,4,3,5,9,2,5,2,3,3,3,9,2,1,3,3,5,1,Futuristic,UX/UI Designer
6,7,6,6,9,2,5,8,2,5,5,5,2,3,3,4,5,3,1,Modern,Game Designer
5,4,7,9,1,6,8,1,3,6,5,6,1,1,3,1,3,5,1,Cartoon,Video Editor
7,6,6,6,3,3,4,3,9,6,7,4,3,7,2,2,5,3,8,Cartoon,Fashion Designer
8,6,3,6,2,4,4,2,8,6,9,2,3,7,1,1,4,3,1,Realistic,Fashion Designer
4,6,3,2,2,2,5,4,5,5,5,6,1,3,1,9,5,3,5,Modern,Product Designer
9,4,3,3,8,5,3,4,9,4,5,6,3,1,1,2,7,4,3,Minimalist,Concept Artist
8,7,7,2,2,2,4,3,3,8,9,7,4,1,2,2,5,4,2,Cartoon,Branding & Identity Designer
8,9,7,6,2,2,3,2,5,7,9,7,2,1,3,1,3,5,10,Realistic,Branding & Identity Designer
8,7,7,2,1,6,4,1,5,6,3,5,1,3,2,8,4,2,7,Abstract,Product Designer
7,6,6,4,7,2,4,3,8,5,4,4,3,3,3,4,9,3,2,Classic,Concept Artist
9,5,6,5,8,3,5,2,9,3,4,2,3,1,1,1,8,4,4,Minimalist,Concept Artist
7,8,8,6,2,4,5,1,3,8,7,5,2,1,2,3,3,5,9,Modern,Graphic Designer
7,5,6,6,7,3,2,8,5,4,4,3,4,2,1,1,5,5,10,Cartoon,Game Designer
6,3,5,4,5,4,5,3,4,3,6,9,2,2,1,4,3,3,3,Abstract,Art Director
8,3,5,2,3,6,5,2,2,6,6,9,2,2,1,2,5,5,6,Classic,Art Director
6,6,8,3,4,6,5,1,8,3,9,5,4,1,1,3,8,4,7,Abstract,Illustration Artist
7,5,6,5,5,5,5,3,4,3,3,4,3,3,1,3,4,2,10,Cartoon,Packaging Designer
4,5,7,6,3,2,4,1,3,5,5,3,2,3,7,4,4,2,3,Classic,Interior Designer
4,7,5,5,5,4,2,2,5,6,6,9,1,2,2,1,3,2,2,Modern,Art Director
6,6,7,5,4,7,3,1,2,3,3,5,7,3,2,1,3,5,5,Realistic,UX/UI Designer
5,5,4,5,5,3,2,3,9,3,8,2,3,7,3,2,4,5,6,Cartoon,Fashion Designer
7,7,3,5,1,8,2,1,2,4,3,4,8,2,1,1,3,3,9,Futuristic,UX/UI Designer
5,4,4,5,2,2,2,2,7,3,9,2,3,7,2,2,5,4,7,Realistic,Fashion Designer
8,4,7,8,9,6,8,1,3,3,6,2,3,2,2,1,3,9,5,Abstract,Animator
4,3,3,2,5,5,2,3,5,3,4,8,1,1,1,3,3,4,2,Realistic,Art Director
6,9,5,2,5,8,5,2,3,4,5,3,8,3,1,3,5,4,6,Abstract,Web Designer
4,6,6,6,5,4,5,5,5,6,3,5,4,3,7,1,5,2,1,Cartoon,Interior Designer
7,5,4,9,5,6,7,4,5,5,6,6,1,1,2,1,4,7,9,Modern,Motion Graphics Designer
8,9,7,2,2,6,4,4,2,9,8,4,4,3,3,3,5,4,5,Modern,Graphic Designer
7,7,4,4,5,9,5,1,5,5,5,4,9,1,1,4,4,4,4,Minimalist,UX/UI Designer
5,6,7,4,3,3,3,1,3,3,4,5,4,1,9,3,4,3,9,Minimalist,Interior Designer
8,4,6,3,5,4,3,1,5,5,5,2,3,2,9,2,3,3,10,Cartoon,Interior Designer
7,5,6,3,7,4,4,2,9,3,3,3,1,1,1,3,8,3,1,Minimalist,Concept Artist
5,5,6,5,1,3,3,2,9,5,7,2,4,8,1,4,4,4,7,Classic,Fashion Designer
9,3,8,5,4,3,5,3,7,5,8,2,1,3,2,2,7,4,7,Modern,Illustration Artist
4,8,6,2,3,8,2,2,2,6,4,3,8,1,1,4,4,2,2,Realistic,Web Designer
7,5,6,2,8,6,4,9,3,4,6,3,1,1,2,1,3,4,3,Realistic,Game Designer
4,6,7,5,2,3,3,5,3,6,5,3,1,2,2,7,5,2,2,Minimalist,Product Designer
4,8,7,5,1,5,3,1,2,8,7,7,2,1,3,1,3,2,2,Modern,Branding & Identity Designer
8,7,7,2,4,4,2,4,5,7,8,6,4,3,3,2,3,5,6,Minimalist,Graphic Designer
8,3,8,3,4,2,5,2,7,6,9,6,1,2,3,4,9,5,1,Classic,Illustration Artist
4,5,6,2,2,2,2,4,7,4,7,4,4,8,1,1,3,4,7,Abstract,Fashion Designer
6,8,8,5,3,5,5,5,3,9,9,9,1,2,2,3,4,5,9,Abstract,Branding & Identity Designer
8,9,6,5,1,9,5,5,3,5,3,6,8,2,2,2,3,4,2,Cartoon,Web Designer
7,7,8,5,2,3,2,1,2,8,8,3,3,3,2,1,3,3,4,Minimalist,Graphic Designer
6,3,5,3,9,2,3,2,7,5,4,3,4,1,1,2,8,2,3,Classic,Concept Artist
7,7,7,8,5,5,7,3,2,6,3,3,1,1,3,2,3,8,10,Realistic,Motion Graphics Designer
7,5,5,5,1,2,3,3,5,3,6,3,4,2,3,7,3,2,10,Classic,Product Designer
8,5,7,2,5,2,5,4,7,6,8,2,1,8,1,2,4,3,8,Futuristic,Fashion Designer
4,5,7,3,2,6,4,4,2,4,6,8,1,3,2,1,3,4,4,Cartoon,Art Director
6,7,5,5,5,3,2,3,4,5,3,2,4,1,1,9,4,3,10,Futuristic,Product Designer
8,7,6,7,4,2,9,4,2,6,5,5,3,2,2,2,5,9,5,Realistic,Motion Graphics Designer
6,7,4,4,1,6,4,2,2,5,5,6,4,1,1,3,5,4,6,Futuristic,Packaging Designer
7,9,7,4,2,4,2,4,3,9,8,7,1,3,3,2,3,4,9,Abstract,Branding & Identity Designer
6,7,5,9,3,5,9,2,3,3,3,2,1,2,1,3,4,5,7,Abstract,Video Editor
7,3,3,6,5,7,2,3,2,6,4,6,9,2,2,4,4,4,2,Classic,UX/UI Designer
5,5,4,5,4,4,3,5,4,4,5,2,3,3,3,9,4,5,7,Realistic,Product Designer
8,9,4,5,2,8,5,2,4,5,6,3,8,3,2,2,3,2,4,Classic,Web Designer
4,7,6,5,2,8,2,4,5,4,5,4,9,1,2,4,3,2,3,Cartoon,UX/UI Designer
8,6,5,4,3,2,2,4,4,3,5,5,2,2,8,2,5,5,10,Minimalist,Interior Designer
4,9,9,3,5,2,2,4,2,8,7,6,2,3,1,1,4,3,9,Cartoon,Graphic Designer
5,3,4,4,2,9,3,2,3,6,6,5,9,3,1,2,3,4,9,Minimalist,UX/UI Designer
9,4,3,9,8,3,9,3,3,5,6,6,4,1,1,3,4,9,4,Classic,Animator
6,7,4,4,4,6,3,1,9,6,7,6,1,9,2,4,3,4,5,Cartoon,Fashion Designer
6,7,9,5,5,3,5,5,9,3,7,2,1,3,1,3,7,4,5,Cartoon,Illustration Artist
7,7,3,5,3,8,5,3,2,4,5,4,7,1,3,1,4,2,6,Classic,Web Designer
7,7,9,3,5,4,4,3,8,6,8,3,3,1,2,1,8,5,9,Modern,Illustration Artist
7,7,7,4,3,5,5,4,8,6,7,4,1,1,3,3,8,5,4,Cartoon,Illustration Artist
4,5,7,7,1,4,7,4,5,3,4,4,1,1,3,1,5,9,10,Modern,Motion Graphics Designer
6,9,5,2,4,8,4,1,5,4,5,2,9,3,2,4,5,4,6,Modern,Web Designer
4,5,5,3,9,5,2,8,5,5,4,4,1,3,2,3,4,4,3,Classic,Game Designer
4,3,7,6,3,2,4,4,5,6,4,8,1,1,3,3,4,4,9,Classic,Art Director
8,5,4,3,4,6,5,5,5,3,4,7,3,3,2,2,5,3,1,Cartoon,Art Director
7,8,8,3,4,3,3,4,5,7,7,9,1,1,3,1,5,5,2,Realistic,Branding & Identity Designer
8,5,5,2,3,9,2,3,5,6,5,2,7,2,2,3,4,4,8,Abstract,UX/UI Designer
9,3,7,8,9,6,9,1,3,6,4,5,2,3,2,2,4,9,8,Minimalist,Animator
7,5,3,9,5,2,8,2,2,4,5,2,2,1,3,2,4,4,6,Minimalist,Video Editor
5,8,3,2,2,7,5,3,3,5,4,5,7,2,3,2,3,3,1,Minimalist,Web Designer
9,3,8,5,1,2,3,2,8,4,8,4,1,2,3,2,7,5,7,Abstract,Illustration Artist
8,8,6,6,1,8,2,3,5,5,3,2,9,1,3,3,3,2,7,Minimalist,Web Designer
5,5,3,8,3,4,9,5,3,5,6,2,2,3,2,4,5,3,5,Cartoon,Video Editor
4,5,7,5,3,6,3,1,2,6,4,9,3,2,3,2,3,4,7,Abstract,Art Director
7,6,7,3,2,5,5,4,4,6,6,9,3,3,3,3,3,4,3,Abstract,Art Director
7,4,6,6,8,3,2,2,7,4,5,3,3,1,3,4,9,3,8,Futuristic,Concept Artist
4,7,7,3,2,3,3,1,3,5,3,9,2,1,2,2,4,2,3,Futuristic,Art Director
4,8,9,6,1,3,5,4,5,9,9,9,3,1,3,1,3,3,1,Modern,Branding & Identity Designer
5,5,5,9,5,3,9,2,2,3,3,3,4,2,1,4,5,3,9,Minimalist,Video Editor
8,7,6,7,4,5,9,2,3,6,3,4,2,3,2,4,3,7,3,Futuristic,Motion Graphics Designer
6,6,7,6,3,6,3,2,7,3,7,5,2,7,2,4,4,5,3,Abstract,Fashion Designer
5,4,5,5,4,6,2,3,9,3,8,3,4,8,1,3,4,4,9,Cartoon,Fashion Designer
7,8,9,6,4,6,3,5,4,8,8,5,1,1,2,2,3,2,8,Minimalist,Graphic Designer
8,5,4,7,7,2,9,1,4,5,3,2,4,3,3,3,3,9,3,Abstract,Animator
6,7,8,3,1,6,3,1,8,5,8,4,3,2,1,4,9,3,8,Classic,Illustration Artist
6,7,5,3,3,2,4,3,9,3,9,5,3,8,2,1,3,3,9,Cartoon,Fashion Designer
8,3,4,4,1,3,3,1,8,4,9,3,1,8,3,2,3,5,9,Minimalist,Fashion Designer
5,7,7,5,2,7,3,3,3,5,6,2,9,2,2,3,5,4,4,Cartoon,Web Designer
5,3,5,6,4,4,2,2,5,4,4,6,3,2,2,9,5,3,7,Abstract,Product Designer
5,3,7,9,1,3,8,1,3,6,3,3,4,1,3,3,3,4,3,Realistic,Video Editor
8,6,4,6,3,6,4,3,2,4,5,5,3,2,2,9,5,4,2,Futuristic,Product Designer
